347 2519
260 270 1
260 324 1
260 267 1
260 317 1
260 312 1
260 296 1
260 313 1
260 341 1
260 344 1
260 284 1
260 264 1
261 311 1
262 295 1
264 312 1
264 310 1
264 297 1
264 324 1
264 330 1
264 341 1
264 270 1
265 301 1
265 329 1
265 345 1
267 324 1
267 270 1
268 328 1
270 303 1
270 276 1
270 284 1
270 331 1
270 275 1
270 321 1
270 330 1
270 271 1
270 297 1
270 312 1
270 296 1
270 324 1
270 314 1
270 341 1
270 279 1
270 322 1
270 313 1
270 289 1
270 290 1
270 317 1
271 279 1
271 345 1
271 328 1
271 303 1
271 290 1
271 284 1
271 296 1
271 276 1
271 319 1
271 280 1
272 274 1
272 327 1
272 305 1
273 340 1
273 322 1
274 327 1
274 305 1
275 321 1
276 307 1
276 323 1
276 331 1
276 324 1
276 284 1
276 333 1
276 341 1
276 290 1
276 338 1
276 293 1
276 279 1
276 310 1
276 303 1
276 314 1
276 321 1
276 322 1
276 289 1
279 290 1
279 331 1
279 303 1
279 289 1
279 296 1
279 314 1
279 321 1
279 328 1
279 322 1
280 283 1
280 308 1
280 319 1
283 328 1
283 319 1
283 308 1
284 322 1
284 314 1
284 312 1
284 344 1
284 302 1
284 303 1
284 341 1
284 321 1
284 331 1
287 314 1
289 321 1
289 322 1
289 341 1
290 328 1
290 331 1
290 314 1
290 338 1
296 321 1
296 322 1
296 323 1
298 345 1
298 329 1
298 299 1
298 301 1
299 345 1
299 319 1
300 323 1
301 329 1
301 314 1
301 345 1
302 314 1
302 321 1
302 344 1
303 324 1
303 321 1
303 323 1
303 307 1
303 333 1
303 340 1
303 331 1
303 346 1
303 314 1
304 311 1
305 327 1
307 337 1
307 321 1
307 322 1
307 328 1
307 333 1
308 319 1
309 336 1
310 324 1
310 343 1
311 325 1
311 342 1
312 314 1
312 341 1
312 338 1
312 313 1
312 324 1
313 341 1
314 344 1
314 321 1
314 322 1
314 323 1
314 328 1
314 338 1
317 333 1
318 326 1
319 345 1
319 328 1
321 322 1
321 340 1
321 328 1
321 338 1
321 344 1
321 341 1
322 340 1
322 331 1
323 328 1
323 330 1
323 331 1
323 339 1
324 341 1
325 342 1
328 331 1
329 345 1
330 331 1
332 342 1
333 338 1
338 339 1
338 346 1
