2708 5278
564 565 1
564 738 1
564 1841 1
565 1782 1
565 1440 1
565 2027 1
565 1401 1
565 1585 1
565 2442 1
565 1012 1
565 1376 1
565 1616 1
565 1316 1
565 644 1
565 1438 1
565 773 1
565 842 1
565 1957 1
565 1213 1
565 910 1
565 1741 1
565 882 1
565 2672 1
565 1546 1
565 2118 1
565 1859 1
565 1529 1
565 1727 1
565 1540 1
565 621 1
565 633 1
565 738 1
565 2472 1
565 2642 1
565 1676 1
565 1975 1
565 671 1
565 691 1
565 1790 1
565 1378 1
565 566 1
565 2480 1
565 575 1
565 2485 1
565 2628 1
565 2629 1
565 1373 1
565 601 1
566 1459 1
566 1782 1
566 1544 1
566 733 1
566 1447 1
566 2221 1
566 699 1
566 688 1
566 2658 1
566 633 1
566 858 1
566 1816 1
566 671 1
566 2480 1
566 2485 1
566 588 1
566 1643 1
567 1828 1
567 970 1
568 843 1
569 1181 1
569 767 1
569 1273 1
569 1092 1
569 1712 1
569 1522 1
569 1986 1
569 1457 1
569 1430 1
569 2099 1
569 710 1
569 1269 1
569 1000 1
569 1025 1
570 2026 1
570 1258 1
570 1381 1
570 1200 1
570 1243 1
570 1246 1
570 1524 1
570 1709 1
570 1922 1
570 1814 1
570 872 1
570 874 1
570 1245 1
570 1067 1
570 576 1
570 1520 1
571 2331 1
571 2495 1
571 1762 1
571 2694 1
572 747 1
572 624 1
572 881 1
574 640 1
574 672 1
574 1962 1
574 2360 1
574 2475 1
574 1827 1
574 1006 1
574 2040 1
575 882 1
575 1378 1
575 2485 1
575 738 1
575 843 1
576 605 1
576 863 1
576 2026 1
576 1258 1
576 1381 1
576 1526 1
576 1200 1
576 1524 1
576 1710 1
576 1922 1
576 726 1
576 1801 1
576 834 1
576 839 1
576 1814 1
576 1014 1
576 2552 1
576 1932 1
576 874 1
576 1245 1
576 1067 1
576 731 1
577 2660 1
577 1502 1
577 2492 1
577 1532 1
577 2034 1
578 1877 1
578 1122 1
578 1333 1
579 611 1
579 747 1
579 696 1
580 922 1
580 1212 1
580 1497 1
580 581 1
580 1126 1
580 1215 1
582 818 1
582 1792 1
582 1498 1
583 2398 1
583 2568 1
583 1214 1
583 1278 1
583 1126 1
583 643 1
583 2371 1
584 639 1
585 911 1
585 1275 1
585 2290 1
585 2291 1
585 1061 1
585 2091 1
587 2239 1
588 747 1
588 699 1
589 592 1
589 1509 1
591 2690 1
591 2155 1
591 1186 1
591 1358 1
591 2475 1
591 2182 1
591 848 1
591 1032 1
591 1105 1
591 2054 1
591 640 1
591 672 1
592 1144 1
592 1509 1
593 594 1
594 1122 1
594 1621 1
594 1194 1
597 675 1
599 747 1
600 747 1
600 745 1
600 1052 1
601 611 1
601 1741 1
602 1114 1
602 2334 1
603 1047 1
603 1640 1
603 670 1
604 668 1
605 676 1
607 1306 1
607 1055 1
607 821 1
608 2230 1
608 680 1
608 975 1
608 611 1
609 747 1
609 719 1
610 747 1
611 899 1
611 2230 1
611 2501 1
611 1103 1
611 2340 1
611 2352 1
611 718 1
611 864 1
611 2505 1
611 1755 1
611 1763 1
611 2050 1
611 716 1
611 1732 1
611 2540 1
611 2676 1
611 2385 1
611 1668 1
611 633 1
611 1352 1
611 1493 1
611 1116 1
611 1564 1
611 1488 1
611 2378 1
611 938 1
611 1265 1
611 1935 1
611 1499 1
611 2260 1
611 1315 1
611 2325 1
611 1079 1
611 719 1
612 2568 1
612 1046 1
612 1348 1
612 629 1
613 2571 1
613 616 1
613 2107 1
613 2496 1
614 615 1
616 2046 1
618 638 1
620 747 1
621 1859 1
621 738 1
623 2341 1
623 1172 1
623 637 1
623 2140 1
623 1937 1
623 1064 1
624 700 1
624 659 1
625 700 1
625 659 1
626 687 1
627 1057 1
627 1562 1
627 1679 1
627 1270 1
628 747 1
629 1535 1
629 1537 1
631 1057 1
631 1562 1
632 2508 1
632 635 1
632 1909 1
632 683 1
632 1582 1
633 1459 1
634 635 1
634 1570 1
634 2593 1
634 1513 1
634 686 1
635 683 1
635 722 1
635 660 1
635 651 1
635 686 1
635 640 1
636 2027 1
636 2173 1
636 2672 1
636 2174 1
636 2204 1
636 2233 1
636 764 1
636 1573 1
636 2687 1
638 2465 1
638 2146 1
638 701 1
638 862 1
638 722 1
638 1808 1
638 1189 1
638 1460 1
638 1312 1
638 1468 1
638 1895 1
638 2673 1
638 2171 1
638 2541 1
638 2045 1
638 1327 1
638 779 1
638 1027 1
638 2426 1
638 1539 1
638 1919 1
638 2409 1
639 1763 1
640 1363 1
640 1897 1
640 2475 1
640 732 1
640 2054 1
641 1739 1
642 697 1
643 1121 1
643 1904 1
643 2489 1
645 742 1
648 693 1
649 2560 1
649 2294 1
649 2581 1
649 2403 1
649 2123 1
649 752 1
649 1643 1
650 656 1
650 1006 1
650 1557 1
653 2480 1
654 1260 1
655 747 1
656 773 1
656 657 1
657 1581 1
658 1577 1
659 695 1
661 1191 1
663 2393 1
664 978 1
665 747 1
666 745 1
667 2570 1
667 2270 1
667 2072 1
667 1974 1
667 2227 1
667 1356 1
667 1928 1
667 867 1
668 1508 1
668 975 1
668 2413 1
668 2414 1
668 2683 1
668 1315 1
668 2562 1
671 1459 1
671 1599 1
672 2329 1
672 2004 1
672 1386 1
672 1343 1
672 2360 1
672 1363 1
672 2696 1
672 1460 1
672 1293 1
672 1003 1
672 1004 1
672 2653 1
672 924 1
672 2040 1
675 2215 1
675 2339 1
675 1442 1
675 1445 1
675 1429 1
676 1091 1
676 1056 1
676 1014 1
680 747 1
681 2309 1
681 712 1
682 1791 1
682 2430 1
683 686 1
683 1860 1
684 1425 1
684 1550 1
684 779 1
685 747 1
686 1273 1
686 760 1
686 1698 1
686 2541 1
686 2557 1
687 745 1
687 1157 1
687 2381 1
687 1564 1
687 2683 1
687 1700 1
687 1704 1
687 741 1
688 1248 1
688 835 1
689 1826 1
689 1580 1
689 967 1
690 2457 1
691 1649 1
691 2658 1
691 1557 1
692 1191 1
693 1501 1
693 1471 1
695 747 1
695 1967 1
696 747 1
696 1672 1
698 1431 1
699 747 1
700 747 1
700 879 1
701 1644 1
703 747 1
703 2233 1
705 1910 1
708 1116 1
710 847 1
712 2664 1
712 1965 1
712 1036 1
714 2089 1
714 1218 1
714 1035 1
714 1299 1
714 833 1
717 2502 1
717 1877 1
717 2568 1
717 1122 1
719 747 1
719 1133 1
719 1112 1
719 1838 1
719 2561 1
719 1666 1
724 747 1
724 2612 1
726 1418 1
726 1068 1
727 1136 1
727 1016 1
727 1799 1
728 1016 1
728 943 1
728 1127 1
728 1305 1
728 1466 1
729 1945 1
729 1993 1
730 770 1
730 1889 1
731 1450 1
731 1778 1
731 808 1
731 1656 1
732 1897 1
735 1956 1
735 2527 1
735 2106 1
735 2649 1
736 1116 1
737 747 1
737 2024 1
738 1585 1
738 1376 1
738 1213 1
738 1741 1
738 1727 1
738 2628 1
738 2629 1
738 1183 1
740 929 1
740 1703 1
740 1559 1
740 1664 1
740 1667 1
740 1683 1
741 747 1
741 1157 1
742 1240 1
742 772 1
743 2030 1
743 2659 1
743 2077 1
743 2316 1
743 744 1
744 2030 1
744 2077 1
744 2316 1
745 1756 1
745 1763 1
745 1157 1
745 2162 1
745 771 1
745 2165 1
745 1564 1
745 2437 1
745 962 1
745 1932 1
745 1700 1
745 1704 1
745 2325 1
745 1886 1
745 2336 1
745 1884 1
745 1885 1
747 763 1
747 771 1
747 779 1
748 1933 1
748 1926 1
748 1941 1
749 1459 1
749 2485 1
752 1621 1
755 757 1
755 2058 1
755 1404 1
757 846 1
757 1965 1
757 2058 1
758 1980 1
760 2428 1
763 2355 1
763 1879 1
764 910 1
764 1573 1
764 2687 1
764 769 1
764 1581 1
764 2174 1
764 1311 1
766 979 1
766 2532 1
768 772 1
770 1285 1
772 1502 1
772 2166 1
772 2167 1
772 1240 1
772 1241 1
772 2076 1
772 1147 1
773 1643 1
773 1687 1
774 2707 1
774 1493 1
775 1459 1
775 875 1
776 1326 1
776 2166 1
776 2088 1
779 1203 1
780 1139 1
780 1598 1
781 846 1
781 1184 1
781 1533 1
782 1532 1
783 1328 1
783 1812 1
783 1407 1
783 1155 1
784 845 1
784 1613 1
784 1338 1
784 917 1
785 1328 1
785 1812 1
785 862 1
785 1155 1
785 1513 1
786 1363 1
786 1003 1
786 1004 1
786 791 1
787 1287 1
787 1288 1
787 1437 1
788 2341 1
788 2425 1
788 945 1
788 2323 1
788 1414 1
788 1268 1
789 1409 1
789 1206 1
790 2057 1
790 1234 1
790 1510 1
791 1560 1
791 1003 1
791 1004 1
791 1661 1
792 1095 1
792 798 1
793 1110 1
793 959 1
793 1334 1
793 1694 1
793 1330 1
793 1734 1
793 943 1
793 1070 1
793 1205 1
793 1127 1
793 856 1
793 1380 1
793 1139 1
793 1069 1
793 1691 1
793 1455 1
793 1715 1
793 1249 1
793 1333 1
793 1467 1
794 795 1
795 865 1
796 1629 1
797 1645 1
798 1433 1
798 1095 1
798 1105 1
799 1122 1
799 2656 1
799 1699 1
799 1706 1
800 1136 1
801 1475 1
801 1542 1
802 973 1
802 1168 1
803 1563 1
803 1439 1
804 1459 1
804 1697 1
804 1585 1
804 1664 1
805 930 1
805 990 1
806 1354 1
806 1138 1
806 1121 1
807 1672 1
807 1438 1
808 863 1
808 1450 1
808 1320 1
808 1342 1
809 1190 1
809 1229 1
809 1639 1
809 1222 1
809 1044 1
809 908 1
809 1615 1
809 812 1
809 814 1
809 919 1
809 1080 1
809 1365 1
809 1129 1
810 1287 1
810 1718 1
811 910 1
811 1140 1
811 1253 1
812 1044 1
812 1080 1
812 1365 1
812 814 1
812 1341 1
813 1523 1
814 1044 1
814 1365 1
814 1321 1
814 1129 1
814 1080 1
815 1523 1
815 880 1
816 1203 1
816 881 1
817 1125 1
817 1212 1
817 818 1
817 819 1
817 1367 1
818 1125 1
818 1212 1
818 1215 1
818 819 1
819 1212 1
819 1215 1
819 1154 1
820 1146 1
820 1252 1
820 829 1
820 1115 1
821 1389 1
821 1421 1
822 1484 1
822 1644 1
823 1283 1
824 1215 1
824 1621 1
824 1707 1
825 1215 1
825 1707 1
826 1273 1
826 1606 1
826 1457 1
826 1422 1
826 1237 1
827 1527 1
827 909 1
827 1894 1
827 913 1
828 1457 1
828 1422 1
829 1252 1
829 962 1
830 1252 1
831 2243 1
831 2466 1
831 885 1
832 1701 1
832 1052 1
833 1218 1
833 1796 1
833 2001 1
833 1516 1
834 1067 1
834 1520 1
834 1814 1
834 1821 1
835 1248 1
836 1595 1
836 1266 1
837 1007 1
837 1489 1
837 1686 1
838 1458 1
839 1072 1
839 1520 1
839 1526 1
839 1709 1
839 874 1
839 1067 1
840 1196 1
841 1240 1
841 2559 1
842 1540 1
843 1101 1
843 2658 1
844 1184 1
844 934 1
844 974 1
844 1784 1
846 2173 1
846 1533 1
846 2204 1
847 1402 1
847 1468 1
847 848 1
847 1032 1
847 967 1
848 1388 1
848 1739 1
848 1400 1
848 1468 1
848 1607 1
848 1223 1
848 1032 1
848 967 1
849 1720 1
850 917 1
851 1491 1
852 1654 1
852 1015 1
853 1053 1
853 1732 1
853 1019 1
853 2423 1
854 1178 1
854 2598 1
854 1231 1
854 2211 1
855 1654 1
855 1338 1
856 1016 1
856 1153 1
857 1125 1
857 1483 1
857 2060 1
858 1084 1
858 2035 1
858 991 1
858 2556 1
858 2303 1
859 1198 1
860 1184 1
860 1940 1
860 1911 1
860 934 1
861 1236 1
861 1431 1
861 1678 1
862 986 1
862 1019 1
862 2423 1
862 1812 1
862 2364 1
862 1513 1
862 1407 1
862 1155 1
863 2499 1
864 1079 1
865 2560 1
865 932 1
865 1505 1
866 890 1
867 1493 1
868 1643 1
868 1649 1
869 1374 1
870 1687 1
871 1591 1
872 1520 1
873 1520 1
873 920 1
874 1520 1
875 933 1
875 1192 1
876 1269 1
876 1006 1
876 1025 1
877 1569 1
877 1010 1
877 1578 1
877 1651 1
878 1023 1
878 1472 1
879 979 1
880 1523 1
881 1256 1
881 1203 1
881 1119 1
881 2295 1
881 2702 1
881 2203 1
881 2405 1
881 1411 1
881 2454 1
881 2423 1
882 1378 1
882 1012 1
882 1616 1
882 1316 1
882 1529 1
883 1665 1
883 1210 1
884 1658 1
885 1335 1
886 1295 1
887 1531 1
887 983 1
888 1731 1
888 896 1
889 904 1
889 2153 1
889 1713 1
889 892 1
891 1437 1
892 904 1
892 1713 1
892 1716 1
893 1259 1
893 1174 1
893 1290 1
894 1255 1
895 1436 1
896 1372 1
897 1240 1
898 1687 1
899 1672 1
899 1564 1
899 1565 1
900 1351 1
900 1583 1
900 1533 1
900 1207 1
901 1497 1
901 1553 1
901 1554 1
902 1174 1
902 910 1
902 964 1
902 965 1
902 966 1
902 981 1
903 1491 1
903 1672 1
904 1733 1
904 1372 1
905 1287 1
905 1393 1
905 976 1
905 1397 1
906 1860 1
906 1019 1
907 1252 1
908 2304 1
908 919 1
909 1527 1
909 1894 1
909 913 1
910 1589 1
910 1673 1
910 1131 1
910 1432 1
910 1590 1
910 1140 1
910 1253 1
910 982 1
910 1573 1
910 1311 1
910 964 1
910 966 1
910 1221 1
910 981 1
910 1481 1
910 1117 1
911 1354 1
912 1240 1
912 1241 1
912 1149 1
912 1150 1
914 1551 1
915 1172 1
915 1294 1
916 1038 1
916 2686 1
916 2373 1
916 2374 1
917 1338 1
918 1252 1
919 1129 1
920 1520 1
921 1265 1
921 1725 1
922 1416 1
922 1233 1
922 923 1
923 1126 1
923 1416 1
923 1233 1
924 1480 1
924 1309 1
924 1539 1
924 1460 1
925 1532 1
926 1112 1
926 1019 1
927 1328 1
927 1019 1
928 1636 1
928 983 1
929 1697 1
929 1559 1
929 2442 1
930 1254 1
930 1062 1
931 1484 1
931 1053 1
931 1000 1
931 1463 1
932 1505 1
934 1353 1
934 940 1
934 1009 1
934 1631 1
935 1136 1
936 1515 1
937 1234 1
938 1127 1
938 2196 1
939 1242 1
941 1717 1
941 1441 1
942 1153 1
943 1016 1
943 1466 1
943 1646 1
944 1335 1
944 1337 1
945 1287 1
945 1414 1
946 1600 1
946 1179 1
947 1328 1
948 1281 1
948 1282 1
948 1446 1
949 1512 1
949 1608 1
950 1240 1
950 1241 1
951 2605 1
951 1554 1
951 1401 1
952 1660 1
952 1064 1
953 972 1
954 1461 1
954 1591 1
954 969 1
955 1280 1
956 1178 1
956 995 1
956 2598 1
956 1231 1
957 967 1
958 1409 1
959 1130 1
960 1292 1
960 1301 1
961 1515 1
963 1519 1
964 1673 1
964 1432 1
964 1140 1
964 965 1
964 966 1
964 1481 1
965 1673 1
965 1432 1
965 1590 1
965 1140 1
965 1253 1
965 966 1
965 981 1
965 1481 1
965 1060 1
966 1673 1
966 1131 1
966 1140 1
966 1481 1
967 1394 1
967 1400 1
967 1561 1
967 1032 1
968 1285 1
970 1378 1
970 1396 1
970 974 1
970 1533 1
971 1527 1
971 1326 1
971 2166 1
971 1602 1
973 993 1
975 1079 1
976 1287 1
976 1393 1
976 1268 1
977 1234 1
978 1954 1
978 1593 1
978 1825 1
979 1845 1
979 1825 1
980 1488 1
981 1140 1
983 1636 1
983 1531 1
983 1302 1
983 1002 1
983 1735 1
984 1048 1
985 2038 1
985 2066 1
985 1102 1
986 2484 1
986 1642 1
986 2616 1
986 2605 1
986 1644 1
986 2614 1
987 1240 1
987 1608 1
988 1515 1
989 1418 1
989 1068 1
990 1774 1
991 1084 1
991 1368 1
992 1354 1
994 1354 1
995 1690 1
995 1178 1
995 2139 1
995 1971 1
995 1985 1
995 1230 1
995 1231 1
995 1232 1
995 1495 1
995 2673 1
996 1015 1
997 1271 1
998 1240 1
998 1241 1
999 1512 1
999 1240 1
999 1463 1
1000 1185 1
1001 1354 1
1002 1735 1
1003 2146 1
1003 2028 1
1003 2483 1
1003 1343 1
1003 1364 1
1003 1469 1
1003 1897 1
1003 1004 1
1003 2182 1
1004 2146 1
1004 2483 1
1004 2350 1
1004 1343 1
1004 1364 1
1004 1469 1
1005 1313 1
1006 2360 1
1006 2040 1
1006 1025 1
1007 2217 1
1007 2426 1
1007 1919 1
1008 1569 1
1008 1011 1
1008 1486 1
1009 1079 1
1009 2175 1
1010 1061 1
1010 1569 1
1010 1011 1
1010 1651 1
1010 1182 1
1010 1578 1
1011 1569 1
1013 1156 1
1014 1091 1
1014 1056 1
1015 1338 1
1016 1110 1
1016 1070 1
1016 1205 1
1016 1729 1
1016 1305 1
1016 1670 1
1016 1466 1
1017 1574 1
1018 1136 1
1018 1142 1
1018 1139 1
1019 1256 1
1019 1290 1
1020 1322 1
1020 1328 1
1020 1329 1
1020 1337 1
1020 2577 1
1021 1464 1
1022 1282 1
1023 1090 1
1024 2338 1
1024 1335 1
1024 1053 1
1025 1238 1
1025 1290 1
1025 1388 1
1025 1712 1
1025 1449 1
1026 1433 1
1026 1105 1
1027 1322 1
1027 1336 1
1027 1388 1
1028 1435 1
1028 1037 1
1028 1042 1
1028 1610 1
1029 1090 1
1029 2456 1
1030 1136 1
1030 1946 1
1030 1796 1
1031 1328 1
1032 1335 1
1033 1174 1
1034 1178 1
1034 1730 1
1035 1216 1
1035 1218 1
1036 1662 1
1037 1470 1
1037 1042 1
1037 1610 1
1038 1196 1
1039 1354 1
1040 1354 1
1041 1321 1
1042 1435 1
1042 1043 1
1043 1435 1
1044 1365 1
1044 1341 1
1045 1540 1
1046 1345 1
1046 1121 1
1046 1344 1
1046 2706 1
1047 1344 1
1047 1345 1
1047 1348 1
1047 1354 1
1047 1355 1
1047 1420 1
1049 1498 1
1049 1329 1
1049 1292 1
1050 1389 1
1050 1306 1
1050 1591 1
1050 1492 1
1050 1499 1
1050 1171 1
1051 1052 1
1051 2576 1
1052 1066 1
1053 1463 1
1053 1607 1
1053 1197 1
1053 1568 1
1053 1191 1
1054 1249 1
1055 1284 1
1055 1059 1
1057 1484 1
1057 1359 1
1057 1307 1
1058 2454 1
1058 1211 1
1060 1136 1
1060 1523 1
1060 1890 1
1060 2039 1
1061 1578 1
1061 1651 1
1061 1244 1
1062 1323 1
1062 2651 1
1062 1254 1
1063 1136 1
1063 1153 1
1063 1628 1
1063 1065 1
1064 1937 1
1065 1305 1
1065 1153 1
1065 1106 1
1065 1279 1
1067 1801 1
1067 1814 1
1068 2499 1
1068 2500 1
1069 1096 1
1069 1685 1
1069 1455 1
1070 1153 1
1071 1498 1
1071 1329 1
1071 1292 1
1072 1520 1
1073 1636 1
1073 1112 1
1073 1569 1
1073 1182 1
1074 1174 1
1075 1340 1
1076 2461 1
1076 1086 1
1076 1078 1
1077 1153 1
1078 2461 1
1078 1086 1
1079 1389 1
1079 1103 1
1079 1724 1
1079 1718 1
1079 1315 1
1080 1321 1
1080 1129 1
1081 1259 1
1081 1082 1
1082 1259 1
1082 2312 1
1083 1660 1
1084 2035 1
1085 1292 1
1086 1240 1
1086 1527 1
1086 1545 1
1086 1582 1
1086 1641 1
1087 1512 1
1088 1565 1
1089 1354 1
1091 1288 1
1092 1484 1
1093 1659 1
1093 2085 1
1093 2228 1
1094 1659 1
1094 2085 1
1094 2228 1
1095 1360 1
1095 1456 1
1095 1433 1
1097 1393 1
1098 1305 1
1098 1911 1
1099 1178 1
1100 1464 1
1101 1328 1
1101 1111 1
1102 1174 1
1102 1370 1
1102 1479 1
1102 1413 1
1103 1579 1
1104 1260 1
1104 1262 1
1105 2356 1
1106 1305 1
1107 1328 1
1107 1617 1
1108 1503 1
1108 1504 1
1108 1506 1
1108 1507 1
1109 1328 1
1109 1570 1
1109 2151 1
1110 1728 1
1110 1729 1
1111 1328 1
1111 1339 1
1111 1412 1
1111 2292 1
1111 1570 1
1112 1403 1
1112 2415 1
1112 1512 1
1112 1618 1
1113 1153 1
1113 1380 1
1114 1696 1
1114 1588 1
1114 1261 1
1114 1603 1
1114 1371 1
1114 1117 1
1115 1252 1
1116 1593 1
1117 2089 1
1117 1588 1
1117 2332 1
1117 1225 1
1117 1261 1
1117 1603 1
1118 1540 1
1119 1203 1
1119 2405 1
1120 1677 1
1120 2275 1
1121 1344 1
1121 1138 1
1121 1640 1
1122 1534 1
1122 1194 1
1123 1188 1
1123 1176 1
1123 1483 1
1123 1354 1
1123 1674 1
1123 1680 1
1124 1566 1
1124 1567 1
1125 1496 1
1125 1483 1
1126 2489 1
1126 1497 1
1126 1212 1
1126 2371 1
1126 2372 1
1127 1153 1
1128 1288 1
1128 1393 1
1129 1190 1
1129 1222 1
1130 1334 1
1131 1253 1
1132 1309 1
1133 1666 1
1134 1264 1
1134 2281 1
1135 1174 1
1135 1442 1
1135 1444 1
1136 1286 1
1136 1740 1
1136 1575 1
1136 1142 1
1136 1558 1
1136 1516 1
1136 1594 1
1136 1333 1
1136 1523 1
1137 1459 1
1137 1687 1
1138 1344 1
1138 1597 1
1138 1420 1
1138 2706 1
1139 1572 1
1139 1598 1
1140 2294 1
1140 1311 1
1141 1240 1
1141 1241 1
1141 1172 1
1143 2429 1
1143 2165 1
1143 1404 1
1144 1509 1
1145 1323 1
1146 1676 1
1147 1240 1
1147 1241 1
1147 1347 1
1148 1534 1
1148 1597 1
1148 1355 1
1149 2044 1
1149 1891 1
1149 1323 1
1149 1150 1
1150 1323 1
1150 1630 1
1151 1350 1
1152 1453 1
1153 1611 1
1153 1675 1
1153 1205 1
1153 1219 1
1153 1410 1
1153 1455 1
1153 1257 1
1153 1204 1
1154 1531 1
1155 1328 1
1155 1812 1
1155 1601 1
1155 1407 1
1157 1700 1
1157 1704 1
1158 1550 1
1158 1555 1
1159 2564 1
1159 1485 1
1160 1166 1
1161 1560 1
1161 1592 1
1161 2423 1
1161 2657 1
1161 1702 1
1161 2324 1
1162 1613 1
1163 1534 1
1163 1497 1
1163 1498 1
1164 1626 1
1164 1570 1
1164 1584 1
1165 1327 1
1167 1330 1
1167 1331 1
1167 1332 1
1169 1284 1
1169 1454 1
1170 1198 1
1172 2341 1
1172 2108 1
1173 1328 1
1173 2583 1
1174 1297 1
1175 1325 1
1175 1628 1
1176 1592 1
1176 1285 1
1176 1354 1
1176 2272 1
1177 1180 1
1177 1627 1
1177 1620 1
1177 1519 1
1178 1476 1
1178 1736 1
1178 1737 1
1178 1688 1
1178 1690 1
1178 1230 1
1178 1231 1
1178 1232 1
1178 1362 1
1180 1620 1
1181 1431 1
1182 1569 1
1182 1726 1
1182 1684 1
1182 1578 1
1183 1193 1
1183 1202 1
1184 1362 1
1184 1784 1
1184 2199 1
1185 1521 1
1186 1309 1
1186 1268 1
1187 1234 1
1188 1354 1
1189 1643 1
1189 1687 1
1190 1321 1
1191 1290 1
1191 2423 1
1192 2150 1
1192 2473 1
1194 1621 1
1195 1323 1
1195 1630 1
1195 1203 1
1197 1484 1
1197 1290 1
1197 2634 1
1198 1296 1
1198 1683 1
1199 1702 1
1199 1550 1
1200 1520 1
1201 1240 1
1203 1630 1
1203 1411 1
1204 2624 1
1206 1544 1
1207 1333 1
1208 1429 1
1208 1434 1
1209 1215 1
1210 1453 1
1211 1520 1
1211 1247 1
1212 1497 1
1212 1552 1
1213 1649 1
1214 1635 1
1215 1699 1
1215 1707 1
1216 1719 1
1216 1571 1
1216 1299 1
1217 1349 1
1218 1571 1
1218 1299 1
1218 1424 1
1218 1670 1
1218 1516 1
1218 1530 1
1220 1484 1
1220 1608 1
1220 1618 1
1221 2703 1
1221 1797 1
1222 1321 1
1223 1335 1
1223 1422 1
1223 1607 1
1224 1333 1
1224 2673 1
1225 1333 1
1226 1234 1
1226 1290 1
1227 1236 1
1228 1649 1
1228 1687 1
1228 1688 1
1228 1693 1
1229 1615 1
1230 2598 1
1230 1231 1
1230 2470 1
1231 1985 1
1231 2086 1
1231 1232 1
1231 1495 1
1232 2598 1
1232 2211 1
1234 1263 1
1234 1275 1
1234 1510 1
1235 1512 1
1235 2508 1
1236 1669 1
1237 1484 1
1237 1422 1
1237 1521 1
1237 1457 1
1238 1500 1
1238 1550 1
1238 1290 1
1239 1387 1
1240 1241 1
1240 1347 1
1240 1527 1
1241 1347 1
1241 2559 1
1243 1524 1
1243 1245 1
1244 1596 1
1245 1520 1
1245 1524 1
1246 1520 1
1249 1734 1
1249 1408 1
1249 1728 1
1249 1473 1
1249 1474 1
1250 1251 1
1252 1634 1
1252 1485 1
1252 1477 1
1253 1311 1
1254 1464 1
1256 1644 1
1256 2675 1
1257 1872 1
1257 1719 1
1257 2175 1
1257 2087 1
1257 2259 1
1258 1520 1
1259 1944 1
1259 2213 1
1259 2312 1
1260 1269 1
1260 1312 1
1260 2090 1
1261 2089 1
1263 2585 1
1264 1738 1
1265 1725 1
1266 1576 1
1266 1301 1
1266 1663 1
1267 1512 1
1267 1335 1
1267 1500 1
1268 2419 1
1268 1898 1
1268 2140 1
1268 2323 1
1268 1414 1
1268 1757 1
1268 1842 1
1269 1312 1
1269 2618 1
1270 2342 1
1270 1335 1
1272 1281 1
1272 1282 1
1272 1346 1
1272 1451 1
1272 1604 1
1273 1422 1
1274 1303 1
1274 1305 1
1275 2617 1
1275 2290 1
1275 2291 1
1276 1503 1
1276 1504 1
1276 1506 1
1276 1525 1
1277 1533 1
1277 2470 1
1277 2152 1
1277 1476 1
1277 2277 1
1278 1534 1
1281 1604 1
1281 1471 1
1281 1282 1
1281 1451 1
1281 1346 1
1282 1494 1
1282 1471 1
1282 1446 1
1283 1318 1
1283 1547 1
1283 1284 1
1285 1298 1
1285 1382 1
1287 1414 1
1287 1437 1
1287 1397 1
1288 1502 1
1288 1414 1
1288 1593 1
1288 1461 1
1289 1452 1
1290 2080 1
1290 2329 1
1290 1712 1
1290 1918 1
1290 2169 1
1290 1644 1
1291 1548 1
1293 1592 1
1293 1600 1
1293 1606 1
1293 2284 1
1298 1592 1
1299 1392 1
1300 1320 1
1300 1342 1
1301 1595 1
1301 2346 1
1303 2347 1
1303 2202 1
1304 1354 1
1305 1740 1
1305 1575 1
1306 1499 1
1306 1310 1
1307 1657 1
1308 1503 1
1308 1504 1
1308 1506 1
1308 1507 1
1310 1499 1
1312 1428 1
1312 1622 1
1313 1623 1
1313 1655 1
1313 1382 1
1314 1529 1
1315 2595 1
1315 2452 1
1317 1354 1
1319 1391 1
1322 1622 1
1322 2539 1
1324 1543 1
1324 2076 1
1324 1747 1
1325 2309 1
1325 2170 1
1326 2144 1
1326 2161 1
1326 2434 1
1326 1602 1
1326 1747 1
1327 1569 1
1328 1423 1
1328 1584 1
1328 1513 1
1328 1412 1
1328 1568 1
1328 1644 1
1329 2127 1
1329 1986 1
1333 1514 1
1333 1369 1
1333 1708 1
1333 1467 1
1334 1696 1
1335 1512 1
1335 1478 1
1335 1607 1
1335 1337 1
1335 1339 1
1336 1478 1
1337 2343 1
1337 2300 1
1338 1654 1
1339 2677 1
1339 1570 1
1339 2443 1
1339 1678 1
1342 2454 1
1343 1364 1
1343 1456 1
1343 1363 1
1344 1345 1
1345 1640 1
1346 1451 1
1348 1535 1
1348 1537 1
1351 1498 1
1352 1672 1
1352 2674 1
1353 2302 1
1353 2317 1
1354 1695 1
1354 1420 1
1354 1465 1
1354 1426 1
1354 1674 1
1354 1680 1
1355 1640 1
1355 1648 1
1356 1430 1
1357 1461 1
1357 1511 1
1358 1567 1
1358 1661 1
1361 1463 1
1362 2175 1
1363 2168 1
1363 1364 1
1363 2475 1
1363 2653 1
1364 1705 1
1364 1469 1
1366 2513 1
1366 2413 1
1366 2414 1
1366 2239 1
1366 2562 1
1366 1373 1
1366 2373 1
1366 2374 1
1370 2692 1
1373 1718 1
1374 1548 1
1375 1452 1
1376 1546 1
1376 1727 1
1377 1642 1
1378 1440 1
1378 1540 1
1378 2485 1
1379 1611 1
1380 1611 1
1380 1717 1
1381 1524 1
1383 1398 1
1383 1384 1
1385 1706 1
1385 1653 1
1386 2360 1
1386 1715 1
1388 1586 1
1389 2707 1
1390 1491 1
1393 1502 1
